Name,HP,SP,DEF,RES,SPD,EVA,Stat Total,Link,URL,Image,Full Name,Passive 1,Passive 2,Passive 3,Skill 1,Skill 2,Skill 3,Skill 4,Skill 5,Passives,Skills,ID,Date
Mamizou,17,16,0,0,3,1,37,🔗,https://tbs-crossover-arena.fandom.com/wiki/Mamizou,,Mamizou Futatsuiwa,"Tanuki Disguise
When Mamizou rallies,
recover 2 SP and gain [X Disguise].
X = A damage type of choice.","Quick Transformation 
At the start of Mamizou's turn,
you may select one of her Disguises.
All of Mamizou's Skills are now this type this turn.",,"Frolicking Animals Scrolls
[MAG] Cost 2 SP
One Enemy : [Cold 1] {50% Shock 2} 
This Skill has +2 ACC.  ","Futatsuiwa Clan's Curse
[MAG] Cost 8 SP
One Enemy : [Dark 6] [Shock 2, Silence 2] {50% -1 ATK,MAG,DEF,RES,SPD} ","10 Transformations Danmaku
[MAG] Cost 6 SP
All Enemies : [Wind 4]
This Skill has -1 ACC.
This Skill has an extra effect depending on it's type.
[Blade] : +2 ACC.
[Pierce] : Scope.
[Impact] Inflict [Shock 1] on hit. 
[Fire] : +1 damage.
[Wind] : Inflict [-2 SPD] on hit.
[Cold] : Inflict [Heavy 1] on hit.
[Nature] : Inflict [Poison 2] on hit.
[Mystic] : Recover 2 SP.
[Dark] : Inflict [-2 ATK] on hit.
[Light] : Recover 2 HP. 
[Spirit] : Gain {50% Haste 1}    
[Acid] : Inflict [Terror 2] on hit.
[Electric] : Inflict {50% Paralysis 1} on hit.
[Water] : Inflict [-2 MAG] on hit.
[Wave] : Inflict [Mark 3] on hit.
[Astral] : Break 2.","Full Moon Pompokolin
[MAG] Cost 8 SP
All Enemies : [Spirit 5 + X]
This Skill has +1 ACC.
X = number of characters in front with Astral Skills.",,2,4,219,1/23/2022
Owain,7,10,2,2,7,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Owain,,Owain Dark,"The Avenging Scion of Light and Shadow
When a ally is KO'ed while Owain is in front,
gain [Crit 3].","Galeforce, The Fearsome Winds of Justice
When Owain KO's a target,
recover 3 SP and you may use another Skill.
Galeforce can only activate once a turn.   ","""I thus engrave my name into your very soul!""
When Owain rallies,
One Enemy gains [Mark 2].
Owain deals +2 damages against Marked Enemies.  ","Missiletainn, The Demon Sword of Legend and Awe
[ATK] Cost 3 SP
One Enemy : [Blade 3] {50% 3*damage} 
This Skill has -2 ACC.","Elthunder, Sparking Skyfury of Endless Storms
[MAG] Cost 3 SP
One Enemy : [Electric 4] {10% Paralysis 2}","Steel Sword, Flameclaw Wyvernborn The Foe-Slayer
[ATK] Cost 3 SP
One Enemy : [Blade 4] {10% Burn 2}",,,3,3,220,1/24/2022
Hol Horse,8,14,1,0,8,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Hol_Horse,,Hol Horse,"Stand -Emperor-
Hol Horse has Precision.","Better to be No.2
At the end of Hol Horse's Turn,
gain X SP.
X = Slot Number - 2","A Fine Line Between Cowardice And Cleverness
When an Ally is KO'ed,
Hol Horse uses Escape Plan.","Homing Bullets
[ATK] Cost 8 SP
One Enemy : [9 Pierce]","Escape Plan
[SUP] Cost 0 SP
Swap with an Ally in the back.
This Ally loses 2 HP. This can KO.
You may use this Skill after using a different Skill.",,,,3,2,221,1/28/2022
Commando,10,8,2,0,4,1,25,🔗,https://tbs-crossover-arena.fandom.com/wiki/Commando,,Commando (Risk of Rain),"Heaven Cracker
Every time Commando hits a target, gain [+1 Stack]
When Commando uses a Skill,
you may spend 4 Stacks to target All Enemies.
Commando gains no Stacks when targeting All Enemies. ","Energy Cell
At the end of Commando's Turn,
recover X SP.
X = Max HP - HP  ",,"Double Tap
[ATK] Cost 4 SP
One Enemy : [Pierce 3]
This Skill has Adept 1.  ","Full Metal Jacket
[ATK] Cost 6 SP
All Enemies : [Pierce 3] [Shock 1]
This Skill has +1 ACC. ","Tactical Dive
[SUP] Cost 2 SP
Self : [Distance 2]
You may use another Skill. ","Suppressive Fire
[ATK] Cost 8 SP
One Enemy : [Pierce 2]
This Skill has Adept 5.",,2,4,222,2/1/2022
Ilyana,7,19,0,4,3,1,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Ilyana,,Ilyana,"Fleeting Shade
Ilyana has Shade 2.","Gratitude for a Meal
If an Ally recovers Ilyana's SP,
both characters recover 3 SP.",,"Rexbolt
[MAG] Cost 16 SP
One Enemy : [Electric 20]
If the target has a passive that contains the word ""Dragon"",
this Skill deals +10 damage.","Blárfox
[MAG] Cost 11 SP
One Enemy : [Mystic 12]
This Skill has Break 2.","Elthunder
[MAG] Cost 6 SP
One Enemy : [Electric 9]
This Skill has -1 ACC.  ","Heal
[SUP] Cost 3 SP
One Ally : Recover 6 HP.",,2,4,223,2/1/2022
Kagerou,14,9,0,0,4,3,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Kagerou,,Kagerou Imaizumi,"Grassroots Youkai Network
If an Ally uses a Support Skill while Kagerou is in front,
All Allies recover 1 SP.",,,"Fang Sign ""Moonlit Canine Teeth""
[ATK] Cost 2 SP
One Enemy : [Astral 2] [Bleed 1]  ","Transformation ""Star Fang""
[SUP] Cost 3 SP
One Ally : [Break 2] [Inflict [Terror 2] 1] [Reveal 2]  ","Roar ""Full Moon Howling""
[SUP] Cost 4 SP
All Allies : [+2 ATK,MAG]
All Enemies : [Shock 1]","Sirius ""High-Speed Pounce""
[ATK] Cost 4 SP
One Enemy : [Impact 4]
Self : [+3 EVA]   ","Wolf Fang ""Bloodthirsty Wolf Fang""
[ATK] Cost 7 SP
One Enemy : [Pierce 3]
This Skill has Adept 2.   
When this Skill hits a target, recover 2 HP.",1,5,224,2/1/2022
Dio Brando,14,8,0,0,7,3,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Dio_Brando,,Dio Brando,"Sustained by Willpower
When Dio is about to take lethal damage,
damage beyond 1 HP is taken from his SP.
If his SP cannot pay the cost, he is KO'ed instead.
Light Skills ignore this passive.  ","Vampiric Body
At the end of Dio's turn,
recover 2 HP and SP.
Light Skills deal +2 damage against Dio. ",,"Vampiric Strength
[ATK] Cost 4 SP
One Enemy : [Impact 7]
This Skill has Direct 2 and +1 ACC.","Blood Sucking
[ATK] Cost 2 SP
One Enemy : [Pierce 1] [Bleed 1]
On hit, recover 4 HP.  ","Vaporization Freezing Technique
[ATK] Cost 6 SP
One Enemy : [Dark 0] [Freeze 3]",,,2,3,225,2/3/2022
Jonathan Joestar,12,12,1,1,5,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Jonathan_Joestar,,Jonathan Joestar,"Ripple
Jonathan gains +2 ACC and +3 damage against targets
with Dark Skills or Vampiric Body, unless Jonathan is Frozen.
While Frozen, Jonathan's Light Skills are now Impact Skills and deal -2 damage.","Explosive Power
When a ally is KO'ed while Jonathan is in front,
gain [+2 ATK,DEF].",,"Overdrive
[ATK] Cost 4 SP
One Enemy : [Light 7]
This Skill has Direct 2.   ","Zoom Punch
[ATK] Cost 6 SP
One Enemy : [Impact 7]
This Skill has Scope.  ","Luck & Pluck: Metal Silver Overdrive
[ATK] Cost 7 SP
One Enemy : [Blade 9]
This Skill has +1 ACC. ","Sunlight Yellow Overdrive
[ATK] Cost 10 SP
One Enemy : [Light 14]
This Skill has Direct and +1 ACC. ","Ripple Healing
[SUP] Cost 4 SP
One Ally : Recover 8 HP.",2,5,226,2/3/2022
Speedwagon,12,12,1,0,6,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Speedwagon,,Robert E. O. Speedwagon,,,,"Saw-Hat
[ATK] Cost 6 SP
One Enemy : [Blade 6]
This Skill has +4 ACC.  ","Sledgehammer
[ATK] Cost 3 SP
One Enemy : [Impact 6]
This Skill has -2 ACC.  ","Vigorous Cheering
[SUP] Cost 5 SP
One Ally : Recover 10 SP.  ","""I can tell a bad person from a good person just by his smell!""
[SUP] Cost 4 SP
One Enemy : [Reveal 3]
If the target has a Dark Skill, inflict [-3 ACC].","Body Heat
[SUP] Cost 1 SP
One Ally : Remove Freeze. If Freeze was removed, the target recovers 3 SP.",0,5,227,2/3/2022
Seth,5,13,1,0,9,3,31,🔗,https://tbs-crossover-arena.fandom.com/wiki/Seth,,Seth,"Abyssal Geometric
When Seth rallies,
gain [Charge].",,,"Captive Segment
[MAG] Cost 5 SP
One Enemy : [Dark 3] [Trap 5]
If this Skill hits a target,
you may remove [Charge] to swap the target with any enemy.   ","Dual Piercing Vengeance
[ATK] Cost 3 SP
One Enemy : [Blade 5]","Vanishing Doubt
[SUP] Cost 4 SP
Self : [Shade 3, Precision 1]
This Skill has Combo.","Penetrate
[ATK] Cost 3 SP
One Enemy : [Blade 4]
This Skill has Scope.","Convict
[ATK] Cost 5 SP
One Enemy : [Blade 7]
This Skill has Direct and Break.",1,5,228,2/6/2022
Shoto Goto,8,11,1,0,5,1,26,🔗,https://tbs-crossover-arena.fandom.com/wiki/Shoto_Goto,,Shoto Goto,"Meter
When Shoto uses a Skill and hits at least 1 target, gain [+1 Meter]. ",,,"Blazing Sun
[ATK] Cost 3 SP
One Enemy : [Fire 4]
This Skill has Scope.","Rising Fist
[ATK] Cost 3 SP
One Enemy : [Impact 6]
This Skill has Direct 2.  ","Parry
[SUP] Cost 2 SP and 1 Meter
Self : [Shield 3] [Thorns 3]","Super Shoto Attack!
[ATK] Cost 5 SP and 2 Meter
One Enemy : [Fire 8]
This Skill has Scope and Break.",,1,4,229,2/23/2022
Arden,14,4,4,0,1,0,23,🔗,https://tbs-crossover-arena.fandom.com/wiki/Arden,,Arden,"Vantage
Arden has Thorns 4 while at 7 or less HP.",,,"Iron Sword
[ATK] Cost 1 SP
One Enemy : [Blade 2]","Pursuit Ring
[SUP] Cost 4 SP
One Ally : [Pursuit 1]",,,,1,2,230,3/1/2022
Enoch,13,7,4,2,2,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Enoch,,Enoch O’Connor,"Peculiarity: Necromantic Regeneration
While Enoch is in front, recover 2 SP at the end of his turn.",,,"Reanimate
[SUP] Cost 7 SP or 1 Heart and 2 SP
Any Ally : Revive KO’ed Ally with 3 HP and they gain [Cure 0].","Steal Heart
[ATK] Cost 7 SP
Any Enemy : [Pierce 2]
If this Skill KO’s the target, gain [+1 Heart].",,,,1,2,231,3/1/2022
Hollowghast,13,9,2,1,7,3,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Hollowghast,,Hollowghast,"I Can Smell Your Souls.
If a character with a Peculiarity passive is in the enemy team’s front, 
Hollowghast gains Scope and +2 ACC.
Hollowghast must target a character with a Peculiarity passive if able. ",,,"Tongue Lash
[ATK] Cost 2 SP
One Enemy : [Impact 4]","Salivated Grasp
[ATK] Cost 3 SP
One Enemy : [Impact 0]  [Stuck 2, Heavy 1]","Eyes!
[ATK] Cost 6 SP
One Enemy : [Pierce 15]
This Skill has -10 ACC.",,,1,3,232,3/1/2022
Hugh,10,11,1,2,4,2,30,🔗,https://tbs-crossover-arena.fandom.com/wiki/Hugh,,Hugh Apiston,"Peculiarity: Bee Shield
Hugh has Ward [Poison 2].",,,"Bee Sting
[ATK] Cost 3 SP
One Enemy : [Pierce 3] [Poison 3]","Bee Swarm
[ATK] Cost 5 SP
All Enemies : [Pierce 3] [Poison 2]
This Skill has -1 ACC.",,,,1,2,233,3/1/2022
Millard,6,4,1,4,6,2,23,🔗,https://tbs-crossover-arena.fandom.com/wiki/Millard,,Millard Nullings,"Peculiarity: Blood of the Unseen Revealed
Millard has Shade X.
X = Millard’s HP ",,,"I Must Impress Perplexus
[SUP] Cost 4 SP
All Allies : [+2 EVA] ","The Mighty Pen
[ATK] Cost 1 SP
One Enemy : [Pierce 3]",,,,1,2,234,3/1/2022
Don McRon,8,10,0,1,5,2,26,🔗,https://tbs-crossover-arena.fandom.com/wiki/Don_McRon,,Don McRon,"Meter
When Don uses a Skill and hits at least 1 target, gain [+1 Meter].",,,"Taste Ketchup
[ATK] Cost 2 SP
One Enemy : [Impact 2]
On hit, recover 4 SP. ","Taste Fries
[ATK] Cost 2 SP
One Enemy : [Pierce 3]
This Skill has Scope.   ","Slider
[ATK] Cost 2 SP
One Enemy : [Impact 5]
This Skill has Direct 2. ","Slamburger
[ATK] Cost 3 SP and 1 Meter
One Enemy : [Impact 4] [Trap 4, Stuck 2] ","Clock Out
[SUP] Cost 2 Meter
Self : [Combo 3] or [Pursuit 1]",1,5,235,3/2/2022
Technoblade,10,10,2,2,6,2,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Technoblade,,Technoblade,"[PIG+++]  
Technoblade has Taunt 1, Bold 1.","Potato Crown
When Technoblade rallies,
recover 2 SP and gain [+2 SPD].","""Blood for the Blood God!""
When Technoblade KOs a target,
recover 4 SP and gain [Resolve 1].
This effect is cumulative.","Orphan Obliterator
[ATK] Cost 3 SP 
One Enemy : [Blade 3] [Burn 2]","Axe of Peace
[ATK] Cost 4 SP
One Enemy : [Blade 6] ","Golden Apple
[SUP] Cost 3 SP
Self : [+2 HP] Recover 6 HP.","Subscribe to Technoblade ~ Rocket Launcher
[ATK] Cost 7 SP
All Enemies : [Fire 6]
This Skill has -1 ACC.",,3,4,236,3/15/2022
Taroumaru,12,14,2,1,4,1,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Taroumaru,,Taroumaru,"Honed Technique: Storm Blade
Taroumaru has [Shield 3].
When Taroumaru misses a Skill,
Taroumaru gains [Enraged].
While Taroumaru is Enraged,
the only Skill Taroumaru may use is Canine Art: Slicing Tempest.","Doggo Art: Infinite Cuteness
While Taroumaru is Stunned,
Taroumaru takes 5 more damage from Skills
and you feel bad for attacking him.",,"Slash Combo
[ATK] Cost 4 SP
One Enemy : [Blade 6]","Thunderblades
[ATK] Cost 3 SP
One Enemy : [Electric 4] {60% Paralysis 1}","Canine Art: Geo Bunshin
[SUP] Cost 3 SP
Self : [Counter 3] [+3 EVA]","Canine Art: Plummeting Blade
[ATK] Cost 5 SP
All Enemies : [Electric 3] {40% Paralysis 2} 
This Skill has -1 ACC.","Canine Art: Slicing Tempest
[ATK] Cost 4 SP
One Enemy : [Blade 9]
Taroumaru may only use this Skill while Enraged.
If this Skill misses, gain [Curse 2, Stun 2] and lose [Enraged].",2,5,237,4/21/2022
Susie,14,12,3,0,3,0,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Susie,,Susie,"“Hey. Let me tell you a secret. Quiet people piss me off.”
Susie has Stubborn and Bold 3.","DEFEND
When Susie rallies,
she gains [Shield 2] and recovers 2 SP.",,"Mane Ax
[ATK] Cost 3 SP
One Enemy : [Blade 6]
This Skill has Direct 2.","Rude Buster
[MAG] Cost 5 SP
One Enemy : [Blade 5] [Terror 3]
This Skill has Direct 2.","S-Action
[SUP] Cost X
Self : Choose a Self Support Skill of an Ally in Front and use it as your own.
X = Cost of the selected Skill.","UltimateHeal
[SUP] Cost 12 SP
Any Ally : Lose 12 HP and Recover 15 HP.
This Skill can KO.
This Skill can Revive KO’ed Allies.",,2,4,238,4/28/2022
Sese,13,10,3,0,5,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Sese,,Sese Kitsugai,"Knowing the Underground 
While Sese is in front,
Allies' Impact Skills have Scope.","A Corpse in Search of Themself
When an enemy is KO'ed while Sese is in front,
gain [+1 Bones].
X = Bones ",,"Thrown Bone ""Bone Boomerang""
[ATK] Cost 3 SP
One Enemy : [Impact 5 + X]  ","Marrow Cannon ""Bone Buster""
[MAG] Cost 5 SP
All Enemies : [Dark 4]
This Skill has -1 + X ACC. ","Corpse Card ""Cadaver Heart""
[SUP] Cost 4 SP
One Ally : [Resolve 2] Recover X SP.","Cruel Death ""Punishment of Bone Skewers""
[ATK] Cost 7 SP
All Enemies : [Pierce X * 4]
This Skill has -1 ACC.",,2,4,239,4/30/2022
Yumemi,12,16,1,3,6,1,39,🔗,https://tbs-crossover-arena.fandom.com/wiki/Yumemi,,Yumemi Okazaki,"Artificial Magic
ATK Stat Boosts increase the damage of Yumemi's Magic Skills.","Probability Space Hypervessel
When Yumemi rallies,
she may swap an ally in Front with an ally in Back. ",,"Dream Bomb
[MAG] Cost 3 SP
Two Enemies : [Mystic 3]  ","Strawberry Cross
[MAG] Cost 4 SP
One Enemy : [Mystic 4]
If this Skill hits, the target loses X SP. 
X = damage taken by Skill. ","Fantasy Legend 
[MAG] Cost 8 SP 
All Enemies : [Mystic 8]
This Skill has -2 ACC.","Magical Position of Science
[SUP] Cost 7 SP
All Allies: [+3 ATK,MAG]  ","Strawberry Crisis!!
[SUP] Cost 11 SP
One Ally : [+4 ATK,MAG] ",2,5,240,5/6/2022
Daiyousei,7,10,2,3,3,2,27,🔗,https://tbs-crossover-arena.fandom.com/wiki/Daiyousei,,Greater Fairy,"Lunate Elf
If an Ally uses a Magic Skill while Daiyousei is in front,
All Allies recover 1 SP.","Natural Cure
When Daiyousei is swapped,
gain [Cure 0].  ",,"Spiral Intercept
[SUP] Cost 4 SP
Self : [Taunt 4, Shield 4]","Off-Season Bloom
[MAG] Cost 6 SP
One Enemy : [Nature 10]
Self : [-2 MAG]
This Skill has -2 ACC. ","Everyday Magic
[SUP] Cost 8 SP
All Allies : [Cure 1] Recover 6 HP. ","Wind and Frost ""Kreis of Wind""
[MAG] Cost 8 SP
All Enemies : [Nature 4] {20% Freeze 2}
All Allies : [Windsweep 3]
This Skill has -1 ACC.",,2,4,241,7/8/2022
Koakuma,7,14,0,3,6,2,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Koakuma,,Little Devil,"Assistant at the Magic Library
While Koakuma is in front,
Allies gain [Shade 2] when they use a Magic Skill.",,,"Grimoire Arrangement
[SUP] Cost 4 SP
One Ally : [+2 MAG, +2 ACC] [Cancel 1]","Devil's Trap “Restriction”
[SUP] Cost 3 SP
One Enemy : [Stuck 1, Stubborn 1, Curse 0]","Dreaming Necronomicon
[MAG] Cost 7 SP
All Enemies : [Dark 2] [-3 RES] [Boost [Regenerate 2, Bold 2] 2]
This Skill has -1 ACC.",,,1,3,242,7/8/2022
Roman,9,15,2,1,5,2,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Roman,,Roman Torchwick,"""Always a pleasure!""
When Roman rallies,
He may swap with an ally in the back.
If he does, One Enemy gains [Trap 3].",,,"Melodic Cudgel: Cane Lash 
[ATK] Cost 5 SP
One Enemy : [Impact 5] [-3 DEF] ","Melodic Cudgel: Explosive Shot
[ATK] Cost 7 SP
One Enemy : [Fire 6] [Shock 2]
This Skill has Scope. ","Melodic Cudgel: Grappling Hook
[ATK] Cost 4 SP
Any Enemy : [Impact 0]
If this skill hits,
Swap the target and any enemy. ","Smuggled Weaponry
[SUP] Cost 8 SP
One Ally : [+2 ATK,MAG] [Shield 6]",,1,4,243,7/9/2022
Madoka Kaname,7,17,0,2,5,1,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Madoka_Kaname,,Madoka Kaname,"Soul Gem: Transformation
When Madoka Kaname rallies,
transform into Madoka Kaname (Magical Girl) and recover 2 HP.",,,"Weapon: Magical Arrow
[MAG] Cost 3 SP
One Enemy : [Mystic 4]
This Skill has Break 2.","Connect: I'll Shoulder Your Burden
[SUP] Cost 6 SP
One Ally : Recover 6 HP and SP ","Magia: Pluvia☆Magica
[MAG] Cost 8 SP
All Enemies : [Mystic 3] [-3 MAG]
All Allies : Recover 3 SP
This Skill has -1 ACC.","Doppel: Doppel of Mercy - Salvation Shaped
[MAG] Cost 15 SP
All Enemies : [Mystic 6] [-4 MAG]
All Allies : Recover 4 HP and SP
This Skill has -1 ACC.",,1,4,244,7/21/2022
Madoka Kaname (Magical Girl),9,17,2,4,7,3,42,🔗,https://tbs-crossover-arena.fandom.com/wiki/Madoka_Kaname,,Madoka Kaname,,,,"Weapon: Magical Arrow
[MAG] Cost 3 SP
One Enemy : [Mystic 4]
This Skill has Break 2.","Connect: I'll Shoulder Your Burden
[SUP] Cost 6 SP
One Ally : Recover 6 HP and SP ","Magia: Pluvia☆Magica
[MAG] Cost 8 SP
All Enemies : [Mystic 3] [-3 MAG]
All Allies : Recover 3 SP
This Skill has -1 ACC.  ","Doppel: Doppel of Mercy - Salvation Shaped
[MAG] Cost 15 SP
All Enemiese: [Mystic 6] [-4 MAG]
All Alliesi: Recover 4 HP and SP
This Skill has -1 ACC.",,0,4,245,7/21/2022
Moemura Akemi,8,16,1,1,6,0,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Moemura_Akemi,,Homura Akemi,"Soul Gem: Transformation
When Moemura Akemi rallies,
transform into Moemura Akemi (Magical Girl) and recover 4 HP. ","I Want to Become Someone Who Can Protect Her
If both Moemura and Madoka are in front,
Moemura has Taunt 4. ",,"Weapon: Golf Club
[MAG] Cost 2 SP
One Enemy : [Impact 2] [-2 SPD]","Weapon: Time Shield
[SUP] Cost 6 SP
Selfl: [Pursuit 2]","Connect: Everybody Do Your Best! 
[SUP] Cost 4 SP
One Ally : [Dodge 1]
All Allies : [+1 MAG]","Magia: Time Stop Special
[MAG] Cost 7 SP
All Enemies : [Impact 4]
All Allies : [Haste 1]
This Skill has -1 ACC. ","Doppel: Doppel of Closed Loop - Mortal World Shaped
[MAG] Cost 16 SP
All Enemies : [Pierce 7]
All Allies : [Pursuit 1] 
This Skill has -1 ACC.",2,5,246,7/21/2022
Moemura Akemi (Magical Girl),12,16,3,3,8,0,42,🔗,https://tbs-crossover-arena.fandom.com/wiki/Moemura_Akemi,,Homura Akemi,"I Want to Become Someone Who Can Protect Her
If both Moemura and Madoka are in front,
Moemura has Taunt 4. ",,,"Weapon: Golf Club
[MAG] Cost 2 SP
One Enemy : [Impact 2] [-2 SPD]","Weapon: Time Shield
[SUP] Cost 6 SP
Selfl: [Pursuit 2]","Connect: Everybody Do Your Best! 
[SUP] Cost 4 SP
One Ally : [Dodge 1]
All Allies : [+1 MAG]","Magia: Time Stop Special
[MAG] Cost 7 SP
All Enemies : [Impact 4]
All Allies : [Haste 1]
This Skill has -1 ACC. ","Doppel: Doppel of Closed Loop - Mortal World Shaped
[MAG] Cost 16 SP
All Enemies : [Pierce 7]
All Allies : [Pursuit 1] 
This Skill has -1 ACC.",1,5,247,7/21/2022
Charlotte,4,15,0,0,0,0,19,🔗,https://tbs-crossover-arena.fandom.com/wiki/Charlotte,,Charlotte,"Labyrinth of Sweets
At the end of Charlotte's turn,
All Enemies suffer [-1 EVA] and All Allies recover 1 SP.  ","Sweet Taste
Charlotte has Combo 1 and Ward [Death 2].
When Charlotte is KO'ed,
revive as Charlotte (2nd Form) with Max HP.",,"Familiar: Pyotrs
[MAG] Cost 2 SP
All Enemies : [Impact 0] [Reveal 2]","Familiar: Polina
[SUP] Cost 3 SP 
One Ally : Recover 3 HP and SP. ",,,,2,2,248,7/22/2022
Charlotte (2nd Form),12,15,3,1,4,0,35,🔗,https://tbs-crossover-arena.fandom.com/wiki/Charlotte,,Charlotte,"Labyrinth of Sweets
At the end of Charlotte's turn,
All Enemies suffer [-1 EVA] and All Allies recover 1 SP.  ","Snake Skin
Skills that deal more than 4 damage to Charlotte,
deal 4 damage instead.  ",,"Familiar: Pyotrs
[MAG] Cost 2 SP
All Enemies : [Impact 0] [Reveal 2]","Familiar: Polina
[SUP] Cost 3 SP 
One Ally : Recover 3 HP and SP. ","Cheese Hunger
[MAG] Cost 7 SP
One Enemy : [Pierce 7]
This Skill has Break 2 and -1 ACC.
If this Skill KO's, All Enemies suffer [Terror 2]",,,2,3,249,7/22/2022
Arsene,12,10,2,2,8,0,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Arsene,,Arsène,"Adverse Resolve
While Arsène is in front,
Arsène gains [Crit 2] when an Enemy uses Swap.",,,"Eiha
[MAG] Cost 4 SP
One Enemy : [Dark 6]","Cleave
[ATK] Cost 1 HP and 2 SP
One Enemy : [Blade 6]","Sukunda
[SUP] Cost 2 SP
One Enemy : [-3 SPD]   ","Dream Needle 
[ATK] Cost 1 HP and 2 SP
One Enemy : [Pierce 2] {50% Sleep 3}",,1,4,250,7/23/2022
Joker,10,12,1,1,7,2,33,🔗,https://tbs-crossover-arena.fandom.com/wiki/Joker,,Ren Amamiya,"Power of the Wild Card
At the start of Joker's turn,
Joker may gain [X] and remove his previous Persona.
X = choose the name of any Persona 
Joker may only have one Persona at a time.
Joker inherits the Skills and Passives of his current Persona.","Wielding Firearms 
At the start of the game, Joker has [Ammo 3]. ",,"Melee: Paradise Lost
[ATK] Cost 4 SP
One Enemy : [Blade 5]
Self : [+2 RES] ","Gun: Tyrant Pistol
[ATK] Cost 1 Ammo
One Enemy : [Pierce 5]
Self : [+2 MAG]",,,,2,2,251,7/23/2022
Doc Louis,18,8,2,1,4,1,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Doc_Louis,,Doc Louis,"Heavyweight Star
When Doc hits with a Skill gain [Star].
When Doc is hit by a Skill lose [Star].","""You won't like Doc when he's angry!""
When Doc is hit by a Skill while Stuck,
gain [Jaguar Print Shirt].
While Doc has [Jaguar Print Shirt],
gain Bold 2 and +1 ACC.",,"""Block this!""
[ATK] Cost 3 SP
One Enemy : [Impact 5]
This Skill has +2 ACC and Direct 2.","""Duck this one!""
[ATK] Cost 4 SP
One Enemy : [Impact 8]
This Skill has -2 ACC and Direct 2. ","Chocolate Bar
[SUP] Cost 4 SP
Self : [Stuck 1] Recover 12 HP.","""I invented the Star Punch!""
[ATK] Cost [Star]
One Enemy : [Impact 10]
This Skill has +2 ACC.   ","""Join the Nintendo Fun Club today! Mac.""
[SUP] Cost 2 SP
One Ally : [Cancel 2]",2,5,252,7/26/2022
Scout,5,14,1,0,8,4,32,🔗,https://tbs-crossover-arena.fandom.com/wiki/Scout,,Jeremy,"Snarky Speedster
At the end of Scout's turn,
he may swap to the Back.
If he does, One Enemy suffers [Stubborn 1].",,,"Scattergun
[ATK] Cost 6 SP
One Enemy : [Pierce 9] 
This Skill has Direct 2.  ","Pretty Boy's Pocket Pistol
[ATK] Cost 4 SP
One Enemy : [Pierce 2]
This Skill has Adept 2.
On hit, Recover 1 HP.  ","Boston Basher
[ATK] Cost 2 SP
One Enemym: [Pierce 2] [Bleed 1]
This Skill has Direct 2.
On miss, Hit yourself. Idiot.",,,1,3,253,7/26/2022
Elly,9,16,1,2,4,2,34,🔗,https://tbs-crossover-arena.fandom.com/wiki/Elly,,Elly,"Labyrinth of Control
At the end of Elly's turn,
Two Enemies suffer [Heavy 1] and Two Allies gain [Steady 2].",,,"Covetous Desire
[SUP] Cost 4 SP
Any Enemy : [Heavy 2] [Stuck 1]   ","Distortion
[MAG] Cost 6 SP
One Enemy : [Electric 3] [Death 2]  ","Familiar: Daniyyel & Jennifer
[SUP] Cost 6 SP
Swap any two enemies.","""I have only one wish. Box up that memory.""
[MAG] Cost 9 SP
All Enemies : [Electric 4] [Terror 3] [Trap 3]
This Skill has -1 ACC.",,1,4,254,7/31/2022
