Character,#,Text,Char ID,Skill ID,Name,Skill Type,Cost,Target,Damage Type,Damage,Inflict,Accuracy,Effect,Self
Amber,1,"Sharpshooter
[ATK] Cost 4 SP
One Enemy : [Pierce 4]
This Skill has Scope and +2 ACC.
If Amber has Charge, remove Charge and this Skill inflicts [Burn 4].",205,2054,"Sharpshooter",ATK,4 SP,One Enemy,Pierce,4,,,,
Amber,2,"Charged Attack
[SUP] Cost 0 SP
Self : Recover 2 SP and gain [Charge].",205,2055,"Charged Attack",SUP,0 SP,Self,,,,,,
Amber,3,"Explosive Puppet
[SUP] Cost 3 SP
One Ally : [Taunt 3] [Baron Bunny] ",205,2056,"Explosive Puppet",SUP,3 SP,One Ally,,,,,,
Amber,4,"Fiery Rain
[ATK] Cost 5 SP
All Enemies : [Fire 3] [Burn 1]  
This Skill has -1 ACC.",205,2057,"Fiery Rain",ATK,5 SP,All Enemies,Fire,3,,,,
Crossbow Master,1,"Enhanced Eyesight  
[SUP] Cost 2 SP
One Enemy : [Reveal 3]",206,2064,"Enhanced Eyesight  ",SUP,2 SP,One Enemy,,,,,,
Crossbow Master,2,"Crossbow
[ATK] Cost 3 SP
One Enemy : [Pierce 4]
This Skill has Break 2.",206,2065,"Crossbow",ATK,3 SP,One Enemy,Pierce,4,,,,
Crossbow Master,3,"Sharp Shooter
[ATK] Cost 5 SP
One Enemy : [Pierce 4]
This Skill has Break and +2 ACC.",206,2066,"Sharp Shooter",ATK,5 SP,One Enemy,Pierce,4,,,,
Crossbow Master,4,"Crossbow Master 
[ATK] Cost 9 SP
All Enemies : [Pierce 5]
This Skill has Break and +1 ACC.",206,2067,"Crossbow Master ",ATK,9 SP,All Enemies,Pierce,5,,,,
Pyro,1,"Degreaser
[ATK] Cost 5 SP
All Enemies : [Fire 3] [Burn 1] 
This Skill has -3 ACC and Combo.",207,2074,"Degreaser",ATK,5 SP,All Enemies,Fire,3,,,,
Pyro,2,"Flare Gun
[ATK] Cost 4 SP
One Enemy : [Fire 2] [Burn 3]
This Skill deals +4 damage against Burning targets.",207,2075,"Flare Gun",ATK,4 SP,One Enemy,Fire,2,,,,
Pyro,3,"Axtinguisher
[ATK] Cost 4 SP
One Enemy : [Impact 2]
If target is Burning, deal +6 damage and remove Burn.
If this Skill KOs, gain [+2 SPD].",207,2076,Axtinguisher,ATK,4 SP,One Enemy,Impact,2,,,,
Ippo,1,"Liver Blow
[ATK] Cost 3 SP
One Enemy : [Impact 7]
This Skill has Direct. ",208,2084,"Liver Blow",ATK,3 SP,One Enemy,Impact,7,,,,
Ippo,2,"Gazelle Punch
[ATK] Cost 4 SP
One Enemy : [Impact 6] 
This Skill has Direct 2 and +2 ACC.   ",208,2085,"Gazelle Punch",ATK,4 SP,One Enemy,Impact,6,,,,
Ippo,3,"Dempsey Roll
[ATK] Cost 8 SP
One Enemy : [Impact 12]
Self : [+3 EVA] [-3 DEF] 
This Skill has Direct. ",208,2086,"Dempsey Roll",ATK,8 SP,One Enemy,Impact,12,,,,
Ippo,4,"Wind God Makunouchi
[ATK] Cost 5 SP
One Enemy : [Impact 8]
This Skill has Direct and +2 ACC.",208,2087,"Wind God Makunouchi",ATK,5 SP,One Enemy,Impact,8,,,,
Paimon,1,"Floating Child
[SUP] Cost 5 SP
Self : [+3 EVA] [Distance 3] ",209,2094,"Floating Child",SUP,5 SP,Self,,,,,,
Paimon,2,"Emergency Food 
[SUP] Cost 5 SP
One Ally : Recover 8 HP and gain [+2 SPD].  ",209,2095,Emergency Food ,SUP,5 SP,One Ally,,,,,,
Paimon,3,"Knowledge of Ancient Lore
[SUP] Cost 5 SP
One Ally : [+5 ACC]",209,2096,Knowledge of Ancient Lore,SUP,5 SP,One Ally,,,,,,
Paimon,4,"Comic Relief
[SUP] Cost 5 SP
One Ally : Recover 8 SP and [+2 RES].",209,2097,Comic Relief,SUP,5 SP,One Ally,,,,,,
Plasma Monkey Fan Club,1,"Very Quick Shots
[ATK] Cost 3 SP
One Enemy : [Pierce 1]
This Skill has Adept 1.  ",210,2104,"Very Quick Shots",ATK,3 SP,One Enemy,Pierce,1,,,,
Plasma Monkey Fan Club,2,"Triple Shot
[ATK] Cost 4 SP
Three Enemies : [Pierce 4]
This Skill has -1 ACC. ",210,2105,"Triple Shot",ATK,4 SP,Three Enemies,Pierce,4,,,,
Plasma Monkey Fan Club,3,"Super Monkey Fan Club 
[SUP] Cost 6 SP
All Allies : [+2 SPD,HP] Recover 2 HP.",210,2106,"Super Monkey Fan Club ",SUP,6 SP,All Allies,,,,,,
Plasma Monkey Fan Club,4,"Plasma Monkey Fan Club
[SUP] Cost 8 SP
All Allies : [+2 ATK,MAG] [Break 3]",210,2107,"Plasma Monkey Fan Club",SUP,8 SP,All Allies,,,,,,
Futo,1,"Mononobe's Eighty Sake Cups
[ATK] Cost 3 SP
All Enemies : [Impact 2]
This Skill has -1 + X ACC.  ",211,2114,"Mononobe's Eighty Sake Cups",ATK,3 SP,All Enemies,Impact,2,,,,
Futo,2,"Catastrophic Gate Opening
[ATK] Cost 4 SP
One Enemy : [Dark 2] [Mark 1]
For every Sake Cup, inflict an additional Debuff on hit.
1 = [Poison 1]
2 = [Terror 1]
3 = [Heavy 1]
4 = [Silence 1]
5 = [Paralysis 1]
6 = [Shock 1]
7 = [Death 1]  ",211,2115,"Catastrophic Gate Opening",ATK,4 SP,One Enemy,Dark,2,,,,
Futo,3,"Miwa Plate Storm 
[ATK] Cost 6 SP
All Enemies : [Wind 4]
This Skill has +1 ACC.  ",211,2116,"Miwa Plate Storm ",ATK,6 SP,All Enemies,Wind,4,,,,
Futo,4,"Taiyi True Fire
[ATK] Cost 7 SP
All Enemies : [Fire 3] [Poison X]
This Skill has -1 ACC.",211,2117,"Taiyi True Fire",ATK,7 SP,All Enemies,Fire,3,,,,
Maribel,1,"Liberated Abilities
[MAG] Cost 6 SP
All Enemies : [Void 2]
This Skill has Precision.",212,2124,Liberated Abilities,MAG,6 SP,All Enemies,Void,2,,,,
Maribel,2,"Chaotic Quadruple Barrier        
[MAG] Cost 4 SP
One Enemy : [Dark 2] {80% Terror 2, Shock 2} {40% Death 2}",212,2125,Chaotic Quadruple Barrier        ,MAG,4 SP,One Enemy,Dark,2,,,,
Maribel,3,"Overflowing Unnatural Power
[SUP] Cost 8 SP and 3 HP
Self : [+3 ATK,MAG,DEF,RES,SPD]  ",212,2126,Overflowing Unnatural Power,SUP,8 SP and 3 HP,Self,,,,,,
Maribel,4,"Mari's DIY Novice Border
[SUP] Cost 6 SP
All Allies : [Regenerate 3, Crit 2]",212,2127,Mari's DIY Novice Border,SUP,6 SP,All Allies,,,,,,
Driller Mk 2,1,"Cryo Cannon
[ATK] Cost 4 SP
One Enemy : [Cold 0] [Freeze 2, Stuck 2]
This Skill has +2 ACC. ",213,2134,Cryo Cannon,ATK,4 SP,One Enemy,Cold,0,,,,
Driller Mk 2,2,"Experimental Plasma Charger
[MAG] Cost 2 SP
One Enemy : [Electric 4]",213,2135,Experimental Plasma Charger,MAG,2 SP,One Enemy,Electric,4,,,,
Driller Mk 2,3,"Vampiric Power Drills
[ATK] Cost 4 SP
One Enemy : [Pierce 8]
This Skill has -6 ACC.
If this Skill KO's a target, recover 8 HP.   ",213,2136,Vampiric Power Drills,ATK,4 SP,One Enemy,Pierce,8,,,,
Driller Mk 2,4,"High Explosive Grenade
[ATK] Cost 3 SP
One Enemy : [Impact 5] [-2 DEF] [Terror 2]    
This Skill has -3 ACC.",213,2137,High Explosive Grenade,ATK,3 SP,One Enemy,Impact,5,,,,
Loot Bug,1,"It's a Bug Thing
[SUP] Cost 0 SP
Self : [Death 0]",214,2144,"It's a Bug Thing",SUP,0 SP,Self,,,,,,
Engineer Mk 2,1,"""Stubby"" Voltaic SMG
[ATK] Cost 2 SP
One Enemy : [Electric 3] {30% Paralysis 2}   ",215,2154,"""Stubby"" Voltaic SMG",ATK,2 SP,One Enemy,Electric,3,,,,
Engineer Mk 2,2,"Breach Cutter
[MAG] Cost 5 SP
All Enemies : [Electric 3]
This Skill has Break 2 and -1 ACC.  ",215,2155,"Breach Cutter",MAG,5 SP,All Enemies,Electric,3,,,,
Engineer Mk 2,3,"Field Medic
[SUP] Cost 4 SP
One Ally : Revive KO'ed Ally with 5 HP. ",215,2156,"Field Medic",SUP,4 SP,One Ally,,,,,,
Engineer Mk 2,4,"Plasma Burster
[MAG] Cost 6 SP
Two Enemies : [Electric 4] {20% Terror 2}
This Skill has Break 3.",215,2157,Plasma Burster,MAG,6 SP,Two Enemies,Electric,4,,,,
Gunner Mk 2,1,"""Thunderhead"" Heavy Autocannon
[ATK] Cost 2 SP
Two Enemies : [Impact 1 + X]   
Self : Gain [+1 Rev].
This Skill has Break 1. 
X = Rev  ",216,2164,"""Thunderhead"" Heavy Autocannon",ATK,2 SP,Two Enemies,#N/A,,,,,
Gunner Mk 2,2,"BRT7 Burst Fire Gun
[ATK] Cost 3 SP
One Enemy : [Pierce 5] ",216,2165,"BRT7 Burst Fire Gun",ATK,3 SP,One Enemy,Pierce,5,,,,
Gunner Mk 2,3,"Thorny Shield Generator
[SUP] Cost 4 SP
All Allies : [Shield 2]
Self : [Thorns 3]    ",216,2166,Thorny Shield Generator,SUP,4 SP,All Allies,,,,,,
Gunner Mk 2,4,"Incendiary Grenade
[SUP] Cost 5 SP
Two Enemies : [Burn 2]",216,2167,Incendiary Grenade,SUP,5 SP,Two Enemies,,,,,,
Scout Mk 2,1,"M1000 Classic
[ATK] Cost 7 SP
One Enemy : [Pierce 8]
This Skill has Scope. ",217,2174,"M1000 Classic",ATK,7 SP,One Enemy,Pierce,8,,,,
Scout Mk 2,2,"Zhukov NUK17
[ATK] Cost 3 SP
One Enemy : [Pierce 6]
This Skill has -2 ACC.   ",217,2175,"Zhukov NUK17",ATK,3 SP,One Enemy,Pierce,6,,,,
Scout Mk 2,3,"Grappling Hook and Dash
[SUP] Cost 3 SP
Any Ally : Swap with target.
If that Ally was in front, you may swap with Any Ally again. 
You may use this Skill after using a different Skill. ",217,2176,"Grappling Hook and Dash",SUP,3 SP,Any Ally,,,,,,
Scout Mk 2,4,"Cryo Grenade
[SUP] Cost 5 SP
Two Enemies : [Freeze 2]",217,2177,Cryo Grenade,SUP,5 SP,Two Enemies,,,,,,
Uweiss,1,"Murdermaster: Stab Stab Stab
[ATK] Cost 2 SP
One Enemy : [Blade 3]
This Skill has +3 ACC and Direct 2.",218,2184,Murdermaster: Stab Stab Stab,ATK,2 SP,One Enemy,Blade,3,,,,
Uweiss,2,"Murdermaster: Can Ice Stop a Train? Sort Of...
[SUP] Cost 7 SP
All Allies : [Shield 3, Thorns 3] [Terror 2]",218,2185,"Murdermaster: Can Ice Stop a Train? Sort Of...",SUP,7 SP,All Allies,,,,,,
Uweiss,3,"Murdermaster: Blizzara
[MAG] Cost 4 SP
All Enemies : [2 Cold] {80% -3 SPD}
This Skill has -1 ACC. ",218,2186,"Murdermaster: Blizzara",MAG,4 SP,All Enemies,#N/A,,,,,
Uweiss,4,"Murdermaster: THE WORLD!!!
[SUP] Cost 9 SP
All Allies : [Haste 2]",218,2187,"Murdermaster: THE WORLD!!!",SUP,9 SP,All Allies,,,,,,
Mamizou,1,"Frolicking Animals Scrolls
[MAG] Cost 2 SP
One Enemy : [Cold 1] {50% Shock 2} 
This Skill has +2 ACC.  ",219,2194,Frolicking Animals Scrolls,MAG,2 SP,One Enemy,Cold,1,,,,
Mamizou,2,"Futatsuiwa Clan's Curse
[MAG] Cost 8 SP
One Enemy : [Dark 6] [Shock 2, Silence 2] {50% -1 ATK,MAG,DEF,RES,SPD} ",219,2195,Futatsuiwa Clan's Curse,MAG,8 SP,One Enemy,Dark,6,,,,
Mamizou,3,"10 Transformations Danmaku
[MAG] Cost 6 SP
All Enemies : [Wind 4]
This Skill has -1 ACC.
This Skill has an extra effect depending on it's type.
[Blade] : +2 ACC.
[Pierce] : Scope.
[Impact] Inflict [Shock 1] on hit. 
[Fire] : +1 damage.
[Wind] : Inflict [-2 SPD] on hit.
[Cold] : Inflict [Heavy 1] on hit.
[Nature] : Inflict [Poison 2] on hit.
[Mystic] : Recover 2 SP.
[Dark] : Inflict [-2 ATK] on hit.
[Light] : Recover 2 HP. 
[Spirit] : Gain {50% Haste 1}    
[Acid] : Inflict [Terror 2] on hit.
[Electric] : Inflict {50% Paralysis 1} on hit.
[Water] : Inflict [-2 MAG] on hit.
[Wave] : Inflict [Mark 3] on hit.
[Astral] : Break 2.",219,2196,10 Transformations Danmaku,MAG,6 SP,All Enemies,Wind,4,,,,
Mamizou,4,"Full Moon Pompokolin
[MAG] Cost 8 SP
All Enemies : [Spirit 5 + X]
This Skill has +1 ACC.
X = number of characters in front with Astral Skills.",219,2197,Full Moon Pompokolin,MAG,8 SP,All Enemies,#N/A,,,,,
Owain,1,"Missiletainn, The Demon Sword of Legend and Awe
[ATK] Cost 3 SP
One Enemy : [Blade 3] {50% 3*damage} 
This Skill has -2 ACC.",220,2204,"Missiletainn, The Demon Sword of Legend and Awe",ATK,3 SP,One Enemy,Blade,3,,,,
Owain,2,"Elthunder, Sparking Skyfury of Endless Storms
[MAG] Cost 3 SP
One Enemy : [Electric 4] {10% Paralysis 2}",220,2205,"Elthunder, Sparking Skyfury of Endless Storms",MAG,3 SP,One Enemy,Electric,4,,,,
Owain,3,"Steel Sword, Flameclaw Wyvernborn The Foe-Slayer
[ATK] Cost 3 SP
One Enemy : [Blade 4] {10% Burn 2}",220,2206,"Steel Sword, Flameclaw Wyvernborn The Foe-Slayer",ATK,3 SP,One Enemy,Blade,4,,,,
Hol Horse,1,"Homing Bullets
[ATK] Cost 8 SP
One Enemy : [9 Pierce]",221,2214,"Homing Bullets",ATK,8 SP,One Enemy,#N/A,,,,,
Hol Horse,2,"Escape Plan
[SUP] Cost 0 SP
Swap with an Ally in the back.
This Ally loses 2 HP. This can KO.
You may use this Skill after using a different Skill.",221,2215,"Escape Plan",SUP,0 SP,#N/A,,,,,,
Commando,1,"Double Tap
[ATK] Cost 4 SP
One Enemy : [Pierce 3]
This Skill has Adept 1.  ",222,2224,"Double Tap",ATK,4 SP,One Enemy,Pierce,3,,,,
Commando,2,"Full Metal Jacket
[ATK] Cost 6 SP
All Enemies : [Pierce 3] [Shock 1]
This Skill has +1 ACC. ",222,2225,"Full Metal Jacket",ATK,6 SP,All Enemies,Pierce,3,,,,
Commando,3,"Tactical Dive
[SUP] Cost 2 SP
Self : [Distance 2]
You may use another Skill. ",222,2226,"Tactical Dive",SUP,2 SP,Self,,,,,,
Commando,4,"Suppressive Fire
[ATK] Cost 8 SP
One Enemy : [Pierce 2]
This Skill has Adept 5.",222,2227,"Suppressive Fire",ATK,8 SP,One Enemy,Pierce,2,,,,
Ilyana,1,"Rexbolt
[MAG] Cost 16 SP
One Enemy : [Electric 20]
If the target has a passive that contains the word ""Dragon"",
this Skill deals +10 damage.",223,2234,"Rexbolt",MAG,16 SP,One Enemy,Electric,20,,,,
Ilyana,2,"Blárfox
[MAG] Cost 11 SP
One Enemy : [Mystic 12]
This Skill has Break 2.",223,2235,"Blárfox",MAG,11 SP,One Enemy,Mystic,12,,,,
Ilyana,3,"Elthunder
[MAG] Cost 6 SP
One Enemy : [Electric 9]
This Skill has -1 ACC.  ",223,2236,"Elthunder",MAG,6 SP,One Enemy,Electric,9,,,,
Ilyana,4,"Heal
[SUP] Cost 3 SP
One Ally : Recover 6 HP.",223,2237,"Heal",SUP,3 SP,One Ally,,,,,,
Kagerou,1,"Fang Sign ""Moonlit Canine Teeth""
[ATK] Cost 2 SP
One Enemy : [Astral 2] [Bleed 1]  ",224,2244,"Fang Sign ""Moonlit Canine Teeth""",ATK,2 SP,One Enemy,Astral,2,,,,
Kagerou,2,"Transformation ""Star Fang""
[SUP] Cost 3 SP
One Ally : [Break 2] [Inflict [Terror 2] 1] [Reveal 2]  ",224,2245,"Transformation ""Star Fang""",SUP,3 SP,One Ally,,,,,,
Kagerou,3,"Roar ""Full Moon Howling""
[SUP] Cost 4 SP
All Allies : [+2 ATK,MAG]
All Enemies : [Shock 1]",224,2246,"Roar ""Full Moon Howling""",SUP,4 SP,All Allies,,,,,,
Kagerou,4,"Sirius ""High-Speed Pounce""
[ATK] Cost 4 SP
One Enemy : [Impact 4]
Self : [+3 EVA]   ",224,2247,"Sirius ""High-Speed Pounce""",ATK,4 SP,One Enemy,Impact,4,,,,
Kagerou,5,"Wolf Fang ""Bloodthirsty Wolf Fang""
[ATK] Cost 7 SP
One Enemy : [Pierce 3]
This Skill has Adept 2.   
When this Skill hits a target, recover 2 HP.",224,2248,"Wolf Fang ""Bloodthirsty Wolf Fang""",ATK,7 SP,One Enemy,Pierce,3,,,,
Dio Brando,1,"Vampiric Strength
[ATK] Cost 4 SP
One Enemy : [Impact 7]
This Skill has Direct 2 and +1 ACC.",225,2254,"Vampiric Strength",ATK,4 SP,One Enemy,Impact,7,,,,
Dio Brando,2,"Blood Sucking
[ATK] Cost 2 SP
One Enemy : [Pierce 1] [Bleed 1]
On hit, recover 4 HP.  ",225,2255,"Blood Sucking",ATK,2 SP,One Enemy,Pierce,1,,,,
Dio Brando,3,"Vaporization Freezing Technique
[ATK] Cost 6 SP
One Enemy : [Dark 0] [Freeze 3]",225,2256,"Vaporization Freezing Technique",ATK,6 SP,One Enemy,Dark,0,,,,
Jonathan Joestar,1,"Overdrive
[ATK] Cost 4 SP
One Enemy : [Light 7]
This Skill has Direct 2.   ",226,2264,"Overdrive",ATK,4 SP,One Enemy,Light,7,,,,
Jonathan Joestar,2,"Zoom Punch
[ATK] Cost 6 SP
One Enemy : [Impact 7]
This Skill has Scope.  ",226,2265,"Zoom Punch",ATK,6 SP,One Enemy,Impact,7,,,,
Jonathan Joestar,3,"Luck & Pluck: Metal Silver Overdrive
[ATK] Cost 7 SP
One Enemy : [Blade 9]
This Skill has +1 ACC. ",226,2266,"Luck & Pluck: Metal Silver Overdrive",ATK,7 SP,One Enemy,Blade,9,,,,
Jonathan Joestar,4,"Sunlight Yellow Overdrive
[ATK] Cost 10 SP
One Enemy : [Light 14]
This Skill has Direct and +1 ACC. ",226,2267,"Sunlight Yellow Overdrive",ATK,10 SP,One Enemy,Light,14,,,,
Jonathan Joestar,5,"Ripple Healing
[SUP] Cost 4 SP
One Ally : Recover 8 HP.",226,2268,"Ripple Healing",SUP,4 SP,One Ally,,,,,,
Speedwagon,1,"Saw-Hat
[ATK] Cost 6 SP
One Enemy : [Blade 6]
This Skill has +4 ACC.  ",227,2274,"Saw-Hat",ATK,6 SP,One Enemy,Blade,6,,,,
Speedwagon,2,"Sledgehammer
[ATK] Cost 3 SP
One Enemy : [Impact 6]
This Skill has -2 ACC.  ",227,2275,"Sledgehammer",ATK,3 SP,One Enemy,Impact,6,,,,
Speedwagon,3,"Vigorous Cheering
[SUP] Cost 5 SP
One Ally : Recover 10 SP.  ",227,2276,"Vigorous Cheering",SUP,5 SP,One Ally,,,,,,
Speedwagon,4,"""I can tell a bad person from a good person just by his smell!""
[SUP] Cost 4 SP
One Enemy : [Reveal 3]
If the target has a Dark Skill, inflict [-3 ACC].",227,2277,"""I can tell a bad person from a good person just by his smell!""",SUP,4 SP,One Enemy,,,,,,
Speedwagon,5,"Body Heat
[SUP] Cost 1 SP
One Ally : Remove Freeze. If Freeze was removed, the target recovers 3 SP.",227,2278,"Body Heat",SUP,1 SP,One Ally,,,,,,
Seth,1,"Captive Segment
[MAG] Cost 5 SP
One Enemy : [Dark 3] [Trap 5]
If this Skill hits a target,
you may remove [Charge] to swap the target with any enemy.   ",228,2284,"Captive Segment",MAG,5 SP,One Enemy,Dark,3,,,,
Seth,2,"Dual Piercing Vengeance
[ATK] Cost 3 SP
One Enemy : [Blade 5]",228,2285,"Dual Piercing Vengeance",ATK,3 SP,One Enemy,Blade,5,,,,
Seth,3,"Vanishing Doubt
[SUP] Cost 4 SP
Self : [Shade 3, Precision 1]
This Skill has Combo.",228,2286,"Vanishing Doubt",SUP,4 SP,Self,,,,,,
Seth,4,"Penetrate
[ATK] Cost 3 SP
One Enemy : [Blade 4]
This Skill has Scope.",228,2287,"Penetrate",ATK,3 SP,One Enemy,Blade,4,,,,
Seth,5,"Convict
[ATK] Cost 5 SP
One Enemy : [Blade 7]
This Skill has Direct and Break.",228,2288,"Convict",ATK,5 SP,One Enemy,Blade,7,,,,
Shoto Goto,1,"Blazing Sun
[ATK] Cost 3 SP
One Enemy : [Fire 4]
This Skill has Scope.",229,2294,"Blazing Sun",ATK,3 SP,One Enemy,Fire,4,,,,
Shoto Goto,2,"Rising Fist
[ATK] Cost 3 SP
One Enemy : [Impact 6]
This Skill has Direct 2.  ",229,2295,"Rising Fist",ATK,3 SP,One Enemy,Impact,6,,,,
Shoto Goto,3,"Parry
[SUP] Cost 2 SP and 1 Meter
Self : [Shield 3] [Thorns 3]",229,2296,"Parry",SUP,2 SP and 1 Meter,Self,,,,,,
Shoto Goto,4,"Super Shoto Attack!
[ATK] Cost 5 SP and 2 Meter
One Enemy : [Fire 8]
This Skill has Scope and Break.",229,2297,"Super Shoto Attack!",ATK,5 SP and 2 Meter,One Enemy,Fire,8,,,,
Arden,1,"Iron Sword
[ATK] Cost 1 SP
One Enemy : [Blade 2]",230,2304,"Iron Sword",ATK,1 SP,One Enemy,Blade,2,,,,
Arden,2,"Pursuit Ring
[SUP] Cost 4 SP
One Ally : [Pursuit 1]",230,2305,"Pursuit Ring",SUP,4 SP,One Ally,,,,,,
Enoch,1,"Reanimate
[SUP] Cost 7 SP or 1 Heart and 2 SP
Any Ally : Revive KO’ed Ally with 3 HP and they gain [Cure 0].",231,2314,"Reanimate",SUP,7 SP or 1 Heart and 2 SP,Any Ally,,,,,,
Enoch,2,"Steal Heart
[ATK] Cost 7 SP
Any Enemy : [Pierce 2]
If this Skill KO’s the target, gain [+1 Heart].",231,2315,"Steal Heart",ATK,7 SP,Any Enemy,Pierce,2,,,,
Hollowghast,1,"Tongue Lash
[ATK] Cost 2 SP
One Enemy : [Impact 4]",232,2324,"Tongue Lash",ATK,2 SP,One Enemy,Impact,4,,,,
Hollowghast,2,"Salivated Grasp
[ATK] Cost 3 SP
One Enemy : [Impact 0]  [Stuck 2, Heavy 1]",232,2325,"Salivated Grasp",ATK,3 SP,One Enemy,Impact,0,,,,
Hollowghast,3,"Eyes!
[ATK] Cost 6 SP
One Enemy : [Pierce 15]
This Skill has -10 ACC.",232,2326,"Eyes!",ATK,6 SP,One Enemy,Pierce,15,,,,
Hugh,1,"Bee Sting
[ATK] Cost 3 SP
One Enemy : [Pierce 3] [Poison 3]",233,2334,"Bee Sting",ATK,3 SP,One Enemy,Pierce,3,,,,
Hugh,2,"Bee Swarm
[ATK] Cost 5 SP
All Enemies : [Pierce 3] [Poison 2]
This Skill has -1 ACC.",233,2335,"Bee Swarm",ATK,5 SP,All Enemies,Pierce,3,,,,
Millard,1,"I Must Impress Perplexus
[SUP] Cost 4 SP
All Allies : [+2 EVA] ",234,2344,"I Must Impress Perplexus",SUP,4 SP,All Allies,,,,,,
Millard,2,"The Mighty Pen
[ATK] Cost 1 SP
One Enemy : [Pierce 3]",234,2345,"The Mighty Pen",ATK,1 SP,One Enemy,Pierce,3,,,,
Don McRon,1,"Taste Ketchup
[ATK] Cost 2 SP
One Enemy : [Impact 2]
On hit, recover 4 SP. ",235,2354,"Taste Ketchup",ATK,2 SP,One Enemy,Impact,2,,,,
Don McRon,2,"Taste Fries
[ATK] Cost 2 SP
One Enemy : [Pierce 3]
This Skill has Scope.   ",235,2355,"Taste Fries",ATK,2 SP,One Enemy,Pierce,3,,,,
Don McRon,3,"Slider
[ATK] Cost 2 SP
One Enemy : [Impact 5]
This Skill has Direct 2. ",235,2356,"Slider",ATK,2 SP,One Enemy,Impact,5,,,,
Don McRon,4,"Slamburger
[ATK] Cost 3 SP and 1 Meter
One Enemy : [Impact 4] [Trap 4, Stuck 2] ",235,2357,"Slamburger",ATK,3 SP and 1 Meter,One Enemy,Impact,4,,,,
Don McRon,5,"Clock Out
[SUP] Cost 2 Meter
Self : [Combo 3] or [Pursuit 1]",235,2358,"Clock Out",SUP,2 Meter,Self,,,,,,
Technoblade,1,"Orphan Obliterator
[ATK] Cost 3 SP 
One Enemy : [Blade 3] [Burn 2]",236,2364,"Orphan Obliterator",ATK,3 SP,One Enemy,Blade,3,,,,
Technoblade,2,"Axe of Peace
[ATK] Cost 4 SP
One Enemy : [Blade 6] ",236,2365,"Axe of Peace",ATK,4 SP,One Enemy,Blade,6,,,,
Technoblade,3,"Golden Apple
[SUP] Cost 3 SP
Self : [+2 HP] Recover 6 HP.",236,2366,"Golden Apple",SUP,3 SP,Self,,,,,,
Technoblade,4,"Subscribe to Technoblade ~ Rocket Launcher
[ATK] Cost 7 SP
All Enemies : [Fire 6]
This Skill has -1 ACC.",236,2367,"Subscribe to Technoblade ~ Rocket Launcher",ATK,7 SP,All Enemies,Fire,6,,,,
Taroumaru,1,"Slash Combo
[ATK] Cost 4 SP
One Enemy : [Blade 6]",237,2374,"Slash Combo",ATK,4 SP,One Enemy,Blade,6,,,,
Taroumaru,2,"Thunderblades
[ATK] Cost 3 SP
One Enemy : [Electric 4] {60% Paralysis 1}",237,2375,"Thunderblades",ATK,3 SP,One Enemy,Electric,4,,,,
Taroumaru,3,"Canine Art: Geo Bunshin
[SUP] Cost 3 SP
Self : [Counter 3] [+3 EVA]",237,2376,"Canine Art: Geo Bunshin",SUP,3 SP,Self,,,,,,
Taroumaru,4,"Canine Art: Plummeting Blade
[ATK] Cost 5 SP
All Enemies : [Electric 3] {40% Paralysis 2} 
This Skill has -1 ACC.",237,2377,"Canine Art: Plummeting Blade",ATK,5 SP,All Enemies,Electric,3,,,,
Taroumaru,5,"Canine Art: Slicing Tempest
[ATK] Cost 4 SP
One Enemy : [Blade 9]
Taroumaru may only use this Skill while Enraged.
If this Skill misses, gain [Curse 2, Stun 2] and lose [Enraged].",237,2378,"Canine Art: Slicing Tempest",ATK,4 SP,One Enemy,Blade,9,,,,
Susie,1,"Mane Ax
[ATK] Cost 3 SP
One Enemy : [Blade 6]
This Skill has Direct 2.",238,2384,"Mane Ax",ATK,3 SP,One Enemy,Blade,6,,,,
Susie,2,"Rude Buster
[MAG] Cost 5 SP
One Enemy : [Blade 5] [Terror 3]
This Skill has Direct 2.",238,2385,"Rude Buster",MAG,5 SP,One Enemy,Blade,5,,,,
Susie,3,"S-Action
[SUP] Cost X
Self : Choose a Self Support Skill of an Ally in Front and use it as your own.
X = Cost of the selected Skill.",238,2386,"S-Action",SUP,X,Self,,,,,,
Susie,4,"UltimateHeal
[SUP] Cost 12 SP
Any Ally : Lose 12 HP and Recover 15 HP.
This Skill can KO.
This Skill can Revive KO’ed Allies.",238,2387,"UltimateHeal",SUP,12 SP,Any Ally,,,,,,
Sese,1,"Thrown Bone ""Bone Boomerang""
[ATK] Cost 3 SP
One Enemy : [Impact 5 + X]  ",239,2394,"Thrown Bone ""Bone Boomerang""",ATK,3 SP,One Enemy,#N/A,,,,,
Sese,2,"Marrow Cannon ""Bone Buster""
[MAG] Cost 5 SP
All Enemies : [Dark 4]
This Skill has -1 + X ACC. ",239,2395,"Marrow Cannon ""Bone Buster""",MAG,5 SP,All Enemies,Dark,4,,,,
Sese,3,"Corpse Card ""Cadaver Heart""
[SUP] Cost 4 SP
One Ally : [Resolve 2] Recover X SP.",239,2396,"Corpse Card ""Cadaver Heart""",SUP,4 SP,One Ally,,,,,,
Sese,4,"Cruel Death ""Punishment of Bone Skewers""
[ATK] Cost 7 SP
All Enemies : [Pierce X * 4]
This Skill has -1 ACC.",239,2397,"Cruel Death ""Punishment of Bone Skewers""",ATK,7 SP,All Enemies,#N/A,,,,,
